370	413
107	1476
1222	1707
1172	1621
1124	1563
25	51
414	580
109	322
967	1800
79	200
475	1645
414	676
1390	1570
1438	1573
1125	1789
1048	1110
946	1086
388	450
1352	1663
1431	1842
640	675
1183	1783
916	1707
917	1533
978	1329
1382	1893
579	616
724	826
916	1471
395	452
1027	1627
1465	2194
1104	1148
1463	1888
1376	1735
21	88
997	1101
724	786
1104	1166
946	1810
398	494
737	830
20	226
1126	1842
1269	1329
1051	1686
1009	1204
103	185
1036	1448
1487	1604
1048	1765
1390	1683
1217	1453
1149	1669
804	856
950	1337
1447	1662
432	563
107	1513
1062	1469
967	1485
1086	1886
1205	1509
1459	1649
1189	1244
1045	1337
354	557
1209	1242
595	643
1069	1431
1339	1344
611	684
376	396
686	807
966	1584
376	519
1081	1751
1517	1730
1475	1706
107	1495
67	323
1329	1584
691	771
1318	1870
1032	1638
104	295
1287	1730
1135	1222
1340	1547
747	804
438	676
903	1452
23	51
1182	1391
452	566
168	347
943	1051
408	465
1017	1361
1454	1828
1329	1621
1015	1192
1376	1774
118	324
946	1375
363	1512
374	438
1520	1804
1280	1488
0	17
606	1183
483	1878
687	747
1494	1615
1199	1898
703	820
142	334
1196	1718
999	1804
402	482
136	213
1280	1849
906	1570
1456	1804
1255	1663
1222	1849
978	1833
483	1695
966	1185
1480	1614
107	1164
1219	1813
687	856
107	1504
423	614
1146	1800
1212	1478
1201	1359
1349	1743
697	745
573	575
925	1835
355	452
1083	1211
947	1639
686	735
917	1812
1321	1909
461	553
1139	1259
1102	1893
1045	1368
780	819
1277	1611
543	558
954	1783
1137	1333
376	502
967	1663
1100	1257
698	881
1124	1173
1391	1791
82	268
32	337
862	3437
1250	1688
439	461
1192	1576
1047	1622
705	706
348	528
72	165
376	488
1305	1863
1075	1278
686	836
718	797
1375	1617
1298	1859
1399	1437
21	197
1449	1614
1125	1736
107	1508
370	465
1124	1440
1267	1707
1350	1894
1020	1591
1199	1222
1331	1868
701	778
1021	1423
412	455
1205	1391
1189	1831
1082	1459
374	515
917	1204
1184	1813
1218	1403
503	537
966	1736
1025	1113
981	1426
353	1397
51	84
1123	1361
544	557
1388	1609
1079	1086
1014	1286
359	531
1312	1420
1290	1554
1054	1827
896	1282
542	591
1448	1475
1433	1687
1032	1192
762	814
72	239
1026	1391
1146	1669
67	196
1059	1172
617	666
363	976
954	1595
417	500
1332	1565
378	496
982	1399
136	2583
720	781
1095	1397
934	1714
553	683
1341	1835
1471	1888
127	251
713	766
1074	1171
999	1291
107	1602
1289	1791
1267	1736
1067	1691
1459	1489
1211	1799
1144	1825
107	1792
1377	1604
1139	1469
1259	1507
1228	1236
1163	1714
400	669
1505	2964
1101	1610
404	496
139	320
107	1668
606	1349
1269	1603
1361	1542
926	1782
26	104
999	1584
1388	1447
526	993
1471	1613
378	563
395	428
1487	1536
1153	1488
107	1059
1250	1827
1117	1280
1066	1848
1076	1211
1350	1578
107	1575
483	1408
1040	1132
1051	1496
1221	1859
348	495
701	747
431	438
776	873
1135	1212
1069	1238
1439	1804
136	2398
440	508
107	1825
984	1591
1435	1683
919	1661
1242	1491
66	308
1309	1742
952	1391
1342	1637
397	514
1387	1726
997	1447
1171	2826
515	553
1126	1721
1290	1460
1459	1872
1505	1593
1070	1699
391	484
1366	1699
1507	1672
1298	1347
1283	1523
422	455
178	329
350	561
366	1080
456	563
1491	1538
927	1639
1236	1299
483	1694
964	1041
980	1361
957	1732
395	574
373	520
925	1335
374	521
1456	1580
575	630
1255	1757
1341	1746
906	1877
420	451
451	561
966	1810
39	69
1124	1172
1214	1702
517	524
368	525
1166	1725
428	545
947	1399
1125	1211
606	1210
978	1017
277	290
898	1261
1351	1399
484	1694
862	3684
374	430
651	1606
1192	1872
165	342
391	428
348	544
1047	1146
1153	1712
492	544
606	1512
705	720
1391	1589
107	1877
1493	1837
1030	1237
450	539
1211	1597
483	1473
1029	1570
1493	1568
107	906
1185	1735
1365	1643
622	678
1405	3366
0	198
1132	1810
1227	1345
1199	1201
1163	1886
1164	1329
142	332
1289	1714
955	1030
1238	1323
1010	1159
1214	1359
580	1025
1120	1857
107	1392
1068	1604
1480	1612
1024	1132
1358	1565
731	774
906	1827
1004	1877
1076	1330
0	311
374	527
150	217
25	72
1333	1837
1067	1871
1110	1327
908	1518
947	1653
1026	1182
896	1859
804	888
1049	1243
1359	1714
1053	1171
1238	1559
378	465
363	1671
1431	1613
1331	1522
921	1334
526	1600
1292	1550
400	513
1249	1306
1523	1674
1146	1861
378	487
200	248
1049	1845
1330	1584
1078	1604
1369	1846
1156	1271
1471	1683
445	556
695	711
355	373
1431	1547
687	718
1017	1665
1377	1497
1024	1288
943	1168
1117	1222
805	838
969	1573
1216	1333
496	497
1156	1520
1341	1547
1066	1166
378	483
428	479
51	83
966	1605
1250	1714
1412	1633
695	853
815	819
1538	1563
107	1298
107	1753
1487	1897
906	1048
1399	1431
1344	1390
1032	1871
1222	1888
1250	1352
395	542
862	865
1090	1703
380	389
697	769
1082	1475
606	1001
916	1250
1267	1714
146	317
107	1673
131	278
952	1810
397	420
1153	1391
1124	1255
0	110
1467	1488
1006	1175
437	453
694	831
355	361
107	1906
1460	1765
1014	1636
392	430
1032	1309
1482	1847
1314	1378
107	1699
0	86
366	1142
967	993
989	1573
220	312
526	1644
475	1155
1146	1563
916	978
1143	1556
1211	1620
1086	1298
1240	1394
989	1277
1291	1377
960	1272
1499	1562
965	1225
475	481
1016	1138
1369	1563
497	566
1257	1459
953	1471
1497	1731
1086	1214
367	475
456	527
966	1199
1303	1764
409	492
410	463
999	1800
946	1344
1115	1284
478	534
1076	1290
1515	1871
53	204
1090	1634
634	645
594	3989
494	536
1075	1344
921	1714
1187	1698
999	1621
409	526
1243	1885
1473	1673
1471	1530
1004	1331
1447	1717
686	763
277	308
479	492
1319	1837
1243	1399
1377	1614
1308	1366
496	553
773	847
1052	1348
629	1400
107	917
107	1512
901	1568
1377	1388
958	1186
134	277
1272	1485
1014	1451
1429	1515
1228	1549
98	203
107	1271
119	176
1132	1271
391	417
990	3057
408	545
1441	1822
596	1148
1516	1867
1178	1641
1075	1800
56	285
1228	1304
718	730
1184	1589
810	814
815	853
107	1773
723	727
1247	1725
1498	1571
412	438
107	1649
348	556
896	1628
525	538
475	930
1285	1547
1136	1567
1238	1287
1504	1536
1181	1416
1289	1399
96	274
21	170
1399	1809
978	1613
1460	1768
1014	1100
1538	1780
1227	1742
387	556
348	374
1009	1082
719	762
1153	1619
1528	1608
1420	1689
1303	1812
366	1400
983	1810
25	119
21	280
1329	1603
1246	1699
376	500
412	517
1107	1125
1420	1736
1179	1237
982	1730
1220	1331
644	664
969	1894
200	325
993	1467
1021	1345
1534	3385
1003	1746
686	697
398	511
1255	1520
354	507
995	1280
1542	1610
1209	1352
980	1422
1101	1746
1175	1811
1302	1757
1399	1621
1153	1559
897	1480
1261	1893
828	848
1018	1396
1361	1409
980	1902
1104	1729
107	1462
1132	1269
760	766
1029	1604
922	1341
936	1237
937	1725
0	8
1078	1717
1130	1833
14	28
87	291
1513	1842
1447	1535
1491	1888
471	561
1199	1334
113	132
582	658
1291	1551
939	1212
412	524
1525	1569
1469	1709
1342	1478
1040	1547
1217	1343
0	291
466	522
1075	1112
1290	1891
993	1389
694	847
1219	1879
1413	1592
1070	1876
1222	1547
968	1364
954	1303
362	560
1117	1868
1370	1390
1340	1819
1298	1635
709	848
309	320
1287	1352
1185	1530
25	203
422	604
1447	1835
414	659
1376	1509
772	814
434	604
1465	2198
0	237
915	1778
1397	1844
546	563
1076	1485
921	1312
1273	1502
719	799
1459	1583
999	1335
1376	1612
993	1735
914	1897
1460	1835
370	669
1338	1756
1399	1471
1104	1728
1126	1291
1078	1791
218	328
1026	1883
436	683
1408	1575
1112	1737
88	236
1322	1381
1086	1603
920	1584
916	1207
1539	1623
1056	1391
980	1460
460	475
1086	1250
983	1069
1114	1882
697	849
1238	1391
784	834
1189	1259
30	213
1502	1587
697	765
922	946
1351	1730
9	26
107	1824
1250	1600
107	1314
1271	1668
632	635
1242	1538
553	555
1467	1886
1377	1659
1149	1327
596	1215
698	869
150	189
1242	1724
1447	1809
1173	1898
13	82
1024	1207
686	822
747	805
373	496
1536	1634
1193	1585
1334	1669
917	1014
627	670
1006	1842
420	524
590	623
946	1700
1047	1327
475	1844
1014	1277
1060	1742
999	1079
20	115
107	1599
222	238
1453	1897
1070	1412
678	685
941	1277
930	1514
36	127
55	239
947	1721
107	1685
812	828
906	1278
1068	1736
1222	1609
1550	1573
101	180
1370	1898
878	889
1488	1839
1422	1487
981	1067
1318	1602
1344	1570
1211	1823
1123	1707
1192	1628
1249	1258
897	1782
1132	1898
1390	1750
857	3626
483	560
1126	1827
1056	1864
719	781
980	1839
348	351
1344	1557
1465	2267
1329	1819
632	658
579	605
1369	1559
395	604
